text,HOF,NOT
 ma come in and show your father what you just boughtda,0,1
 have you all identified you all rapey ass homeboys yet  or are you all still blind to it,1,0
i think the plan is to respond so late that they cannot do anything about it office politics and while the office,0,1
she is gorgeous,0,1
i need a friend who is down with the shits,1,0
 list down all exorelated or words from dictionary that starts with letter e1 reply  vote exo,0,1
 never understood that lmao why would i fck with somebody and tell my mans about shit i do with her on my spare time nigg,1,0
 msnbc cuts innicole wallace i am not going to dance around this hes lyingi am flipping to uninterrupted covera,0,1
 i literally forgot medusa has sisters stheno and euryalebut holy shit,1,0
the main thing i want to know from is if chloe runs away from lucifer like hes always feared her t,0,1
 what a fucking free kick man is out of this world oooooo,1,0
 adam schiff says united states will not be able to survive another years of trump full video http,1,0
ugh can he get any more pretentious,0,1
 sorepublicans want the government to control womens bodies but do not want to control guns that kill childrendoes th,0,1
 jimin lovely uwu hoseok lovely bitch where,1,0
 my boss still calls his wife baby my love sayang everytime he calls her even after having kids plus he calls his wi,0,1
yuhp wena you have sense these other ones think i am playing amp suck this info out of my thumb,1,0
my mother nowwwww threaten to kick me out because she left a cup and a plate in the sink for days and i did not wa,0,1
forgot you had them in the office and i checked office a number of times before sending,0,1
 ah shit here we go again,0,1
rockets suck lmao,1,0
bullet to the head fucking sick fuck,1,0
lmao better mute they ass,1,0
get ur own fuckin dog bitch,1,0
this movie evacuated everyone is minds but the merch fucking banged even the gba game man disney is doing it right,1,0
the united states wants a strong leader like president trum those who,0,1
big fucking facts,1,0
 what the actual fuck ccp digital surveillance in darwin as part of the one road one belt how about hell no,1,0
how i wish i could its been days since she is been away,0,1
well everyone is getting it on and planning their weddings now sowill fade away again,0,1
no hes definitely left,0,1
nd jesus said father forgive them for they know not what they do,0,1
 took that bitch off n had a tory lanez hairline,1,0
 hey bro hey sis whatever you are going through god is not blind he is only patientrelax i am sure hes got you,0,1
does not look like hes in need of much saving,0,1
baby you are so bad for my health,1,0
 rt if you would fuck me like if you have a big cock for me too,1,0
i am with all the freaky shit but that spitting in each others mouth is just weird to me,1,0
 get these old white men the fuck up outta here dawg shit ridiculous they are trying to kill us they do not give a fuc,1,0
under then angel with flowers on his head and hand with a ring on each others hand they exchanged their vows an,0,1
  you are not going to want to miss this could not wait to get a word in on the red carpet miguel amp h,0,1
 when you do not want to go to work but you need money,0,1
 when you forget to turn off your alarm and it wakes you up on a day you do not need to get up,0,1
you cannot tell ppl your throat hurt boyy they gone automatically assume the negative,0,1
 hobi pronouncing ich werde diesen abend nicht vergessen i will never forget this evening in german in the tiniest fon,0,1
 she is an idiot,1,0
 mariah you know if there is anything that you need from us any gc buzz work you want to delegatedevon no no i g,0,1
 will be at in weekstickets  info,0,1
 deutsche bank has a big problem  trump and kushners are probably even bigger,1,0
 you can block me unfriend me unfollow mebut you cannot uneat my ass,1,0
 faker loser liar make sims go away vote him out,1,0
ill suck a dick for 20 i am done with aly,1,0
i am unfollowing you i will never watch one of your vids again shove your high concept up your ass go to hell,1,0
unprofessional piece of shit,1,0
never understood why you would want to bust one up,0,1
dababy look like he would fuck the dog shit outta somebody,1,0
two yawns in a good mood for my midterm tomorrow for a class i have literally do not no work in,0,1
 fuck nudes send me selfies of you smiling,1,0
 white house is working to designate muslim brotherhood a terrorist organization  cnnpolitics,1,0
i thought i knew how i was going to get out of this but now that is gone idk how i can fix this,0,1
and she is a gorgeous dick eater,1,0
 bitch are you dumbddumbdumbdumbddumbdumbdumb stoopid,1,0
do not do them then you are going to mess up your pretty lashes i never really had any so i did not have much to lose,0,1
 all these horrific insane state abortion laws are designed to go to the kavanaugh court women will probably spend th,0,1
 i have never felt so sick to my stomach while watching something abortion is not murder and blatantly lying to try to ma,0,1
i just want to go home but no everyone on this mountain apparently needs to eat do you all not know how to cook your,0,1
 why my korean ass father always got to top my stories bruh i told him there was a school shooter threat at csulb and he said,1,0
its late and i just remembered how fucking big juggernaut was on deadpool  and its getting me hot and bothered,1,0
cowards talk aboit forgiveness then try the same shit all over again,1,0
 bitch if i think my bitch is badder than rihanna i can cuz she is idgaf who think differently,1,0
 chans playlist with woojin ep jeremy zucker  comethrued sheeran  divetaylor swift ft panic at the disco  mejona,0,1
feeds six people the recipe said over size stock pot is full were going to be eating jiggs dinner for days,0,1
wow that is not at all what she said you are either really dumb and have reading comprehen,1,0
guyh help in the vlive jimin said he thought he saw his dad at the concert but apparently his dad was seated in a t,0,1
 good morning patriotslet the words of my mouth and the meditation of my heart be acceptable in your sight o lord,0,1
you are a loser i am afraid content with trash,0,1
same here i live in town and lunch on the rooftop bar was awesome today,0,1
 they are becoming unhinged and angry democrats know they will never get president trump they know they can,0,1
 i want brie larson to ruin my fucking life,1,0
just walking out that fucking place i am exhausted,1,0
eat until you are satisfied not until you are stuffed,0,1
 never thought you would be the one who causes me a lot of pain,0,1
you are the only constant in my life you know that do not you,0,1
 arabs are too fucking powerful hahaha,1,0
you all ever just think about them and get rly upset,0,1
 i am fucking crying,1,0
 so in conclusion fuck james charles tati has won over my utmost respect stan the mom of the beauty community,1,0
i do not know jack shit about the universe i just went because seats comfey and it keeps me out the house for a bit,1,0
i texted my boss that i am sick and he never replied lol,0,1
if all of this shit goes south a la stephen king do we have a way to find each other i am not even kidding here,0,1
 i hate when i go to touch up my makeup and jerry calls me in for a mission,0,1
why cannot we use controller on this game i just want to get better please tell me,0,1
everything free when i go,0,1
i think my road rage is rubbing off on my mom bc ever since we started carpooling to work she is gotten waaaay more,0,1
 my bio should tell you everything you need to know about me,0,1
 its tonight my interview with the president of the united states tonight on  were talking,0,1
iam business social work iam india bangladesh chamber of commerce and industry member iam international business f,0,1
sunrise for may  at 52am the days high is f with a low of f current conditions are cloudy,0,1
 what in the actual fuck is going on,1,0
 thank you mr president ,0,1
going to the grocery store and only buying toilet paper makes me worry people will look at me and think something i,0,1
 every day i see less morality and values from this corrupt presidency here is my position do not any of you trump suppor,1,0
what the fuck is going on in america,1,0
 i just want to fuck f  find happiness you  understand myselfc  care about othersk  k l l l m y s e l f,1,0
i rest my case,0,1
good to knowi had a feeling  ty for the heads up i always got to mentally prep for tear jerker a lol,1,0
that shit look nasty,1,0
 my theoryansa ends up on the iron thronearya becomes the hand of the queendaenerys kills jon snowarya kills daenery,0,1
 as most people know and for those who would like to know i am strongly prolife with the three exceptions  rape i,1,0
 when are activists going to stop doing this shit in places where minimum wage workers are going to have to clean it up throw,1,0
 miami cubans got some fucking nerve voting for stricter immigration when their ass was allowed to wash up ashore no questi,1,0
sorry to disappoint i will have to start putting it on business cards at this rate though,0,1
,0,1
 i know you are working but i will be just here if you need me,0,1
 full cut of receiving top duogroup at the ,0,1
 you know why does not wear glassesbecause hes got ,0,1
people followed me  automatically checked by,0,1
 stop calling people derogatory words that describe people with disabilities some of you are nasty,0,1
  live get yo ass in here,1,0
 ay they better not fuck up the fx for my next music video,1,0
you will be impeached,1,0
 you ever think about how jeon jungkook is literally good at everything is a multi millionaire looks like that is tall,0,1
 might just fuck around and        drop those v,1,0
 yoongi owns tear we all know that god jesus christ i am going die hsksbsjs,0,1
 roy keane you look at matthijs de ligt hes captaining ajax at years old earning a modest wage meanwhile rashford,0,1
 nct to perform on good morning america,0,1
 let us go get this son of a bitch,1,0
by locking onto his energy  we get to the garage and we hop into a jeep  you might want to get your armor on,0,1
fuck we getting a bts x drake collab fuc it fuck fuck fucking fuck,1,0
i think what this person is saying is not that they are affected that you are calling them white like they literall,0,1
people followed me  automatically checked by,0,1
what a loser,1,0
realdonaldtrump not my president,1,0
 trump could not be more right here the dems banned fox the primaries yet fox goes out of their way to give the dems thi,0,1
 ahgases drop the comeback teaser drop the world tour dates drop everything we are readyjyp drops everythingahgase,0,1
 this is so fucking cool man big respect,1,0
stupid suriya,1,0
 fuck instructions how hard is it to go crazy on the clit whirl going stupid with fingers you all niggas retards,1,0
i hate how much i say wig but fuck sometimes that is all that can be said now,1,0
do you have that one show that you have always wanted to watch but you know will never be translated,0,1
 rt if you would fuck my hole,1,0
 mark did the cutest little dance and jaehyun followed him they are the cutest hsjsj,0,1
 coming to the realization say you friend them nuh annoying a you just fucking miserable ltltltltltlt,1,0
 ring ring president obama called mr birtherwhere is your ,1,0
 kids how did you all meet yo goofy ass momma came up and stuck a sucker in my mouth and i saved her from getting knock,1,0
 i think the worst mom guilt ill always feel is that i thought my whole pregnancy that i was going to be giving my son a li,0,1
 for younger readers this is apparently a play on president nixons reelection slogan now more than ever it was a,0,1
 we just voted for you said this awesome pintsized supporter that i met up with on newfoundland dr tonight  she made my n,0,1
i never thought of doing this but i am beyond into it,0,1
 for washington republicans to repeal obamacare they will have to go through us,0,1
your not alonei will be thinking of you,0,1
i do not want to say it but the fact that we could be playing tranmere in the play offs no matter what happens scar,0,1
yes man i am pissed i got to start all over but fuck it are not the first l i done took n it will not be,1,0
dazai and dostoevsky doing some stupid sapiosexual bullshit in the foreground as gogol looks on,1,0
did she die lol ,0,1
trst  gone  the destroyer 2019,0,1
 who wants to start a satirical bluegrass band and name it tits ass and bluegrass,1,0
 hi  thank you for at least trying to get real answers out of this fucking lying traitor,1,0
 if you are a hating ass bitch please unfollow me lmao i do not need negativity up my a,1,0
 sex positive feminism had me thinking that fucking randomers at age was a good idea i am supportive of sexual libera,1,0
 nuest  happily ever after190502 409969 copies total copiessurpassed k,0,1
 before mdeportiwe nadai kuwashow  petite girls are the shit ,1,0
you all keep on with these dumb ass laws women going to become americas worst nightmare cuz we gon start killing nigga,1,0
 if you do not know this movie  you are probably too young ,0,1
morning and  why do you think fiction today has more nuanced developed villains than it used to have,0,1
how are you today i hope you are doing well,0,1
graham is an orange lipped traitor who also bends over for the orange turd traitor,1,0
there is not much in the barrel to scrape personally i thought maybot would have chosen chris grayling,0,1
 fuck sake didny know this wis an option,1,0
dead ass let us go,1,0
 am i still gay when i love watching eat this juicy ftm pussy of course his face is hot as fuck and hes so,1,0
president trump you lying corrupt quisling cretinous piece of shitresignresign,1,0
 double stop on the goal line double stop on the goal line,0,1
 i am going to be on in minutes i expect the highest rated tucson show of all time,0,1
 scar fma commission for  mr scar sir you are very handsome,0,1
 get in this position and all of a sudden a bitch you are not talked to in years decides to text you that she miss you smh http,1,0
never go full heigl,0,1
if he had nothing to hide it should have been ok but he is not innocent and we know,0,1
dude i want to fall in love what the fuck,1,0
  screamin ass,1,0
they will still get a preference from me because i would rather have them win than a proleave party,0,1
 hes fluent in english and he does not even need to tell us,0,1
here you have a fake ass pres who more concerned about selling the country out spreading hate jailing,1,0
people followed me  automatically checked by,0,1
 fuck around amp leave the kids daycare all day since its gone be degrees today,1,0
i just earned the middle of the road level  badge on ,0,1
 big hit yeah so you are going to tour next year but do not say anything yet were still working on it bts okaytaes big ass,0,1
i will make you trust me and when you have told me everything i need to know i will kill you light,0,1
he does  every time i turn around his ass either in the fridge stealing my foodsnacks or talkin,1,0
 this how girls titties be when you be fucking them,1,0
 skz are handsomealso skz puts spoon in their mouth automatically becomes more handsome,0,1
hey we all know you are drowning so do not i am going to call you out and make you look dumb for womens equality,0,1
 silky make me lipsync for my life i was fucking ready ,1,0
 this will definitely go over well in ,0,1
 yo america is full of perverts wtf is this,1,0
 fuck israelill say it againfuck israel,1,0
this will never happen to me,0,1
you know they want to lock her up,1,0
damn right they do,1,0
therefore cats are inferior fuck you if you love cats,1,0
when i come out of the exam i do not want anyone to come talk to me about the exam i will literally just air you ,0,1
you are the man,0,1
i hate you i want to say orange but the lighting is orange so it could be yellow sojust f you,1,0
may is here and so is mental health awareness month most of you probably do not know that just as most of you pr,0,1
my hangover had me in bed all damn daynow i know i am getting old,0,1
my take is it was entertaining as hell and had some awesome holy shit scenes the spectacle was 10,1,0
hes literally the one that defended everyone in the village from a freaking big ass bomb hes the one,0,1
 my ass is small but mighty,0,1
tell cersei i want her to know it was me,0,1
i only know masculine water sign that i can deal with on a good day the rest of you all phew the ghetto,0,1
 dogs are fucking brilliant,1,0
  offset facing up to years in prison  remy ma violated her parole hitting brittany fucking taylor cardi may be,1,0
 do not start lining up for bbmas this is not a concertesp people in pitseatfillerspeople are starting to line up a,0,1
 being single is overhyped this shit getting lame as fuck,1,0
its not appropriate to call rudy giuliani a traitor because that would assume hes coherent when he speaks,0,1
 porn site ad looking for hot single moms to fuck in your areame,1,0
probably be better than anyone you would want you fucking know that phelans a good assistant manager but,1,0
 father and son bts,0,1
 stripes on his ass so i call this bussy tigger damn i fucked so good i had that lil chocolate booty cream,1,0
 leteng you do not respect yourselves you think you are worth an rdp house the size of toilet slave wages amp wages lower,0,1
  my friends are getting married mins away from glastonbury on the th june you are only round the corn,0,1
and we scootn up bout that beef shawty  turning that shit to a fucking chop beef party,1,0
bigger voluptuous girls are so fucking hot,1,0
 the frostiest you ever did see those white trichomes make cannabinoids like and so they are the real go,0,1
mine has done fine better than i anticipated the next in the series will be a bit longer but i am,0,1
 ah so you are a peado got it,0,1
 congrats to for winning top duogroup at the billboard music awards fucking proud of them  https,0,1
 omg you so skinny now if i say omg you a big bitch you gone be mad,1,0
fuck that calll beastmode convince him to ride out one more year for the town,1,0
 go with this same birthday tag ajithiansour mission is not yet over,0,1
 i do not know what is harder letting go or just being okay with it,0,1
how do you get females in trouble pm me to find out,1,0
 warningi do not care how much you scream i am going to fuck you harder sorry but i am just the real strict top nigga th,1,0
the cannibal of mnsterbergkarle denke murdered and cannibalized at least people mostly villagers between,0,1
no shit mitt really i guess no one knew it before you huh you jerk,1,0
 now we judge nap to go there plenty dems in the crowded line up,0,1
the people who are crazy enough to think they can the are the ones who do  steve jobs,0,1
thank you father,0,1
need some for ww2 8s with tarzan intechs cruce unrational and sammy,0,1
wander quickly for a little while in our world everything shall try boast to not welcome if i vague,0,1
 florida just floridaing that shit thicc as fuck,1,0
very trash like,0,1
 valverde do you know what you have to doalena novalverde me neither tell messi i said hi,0,1
you are drinking cum powderhes just a ball of hatred,0,1
 come and work from our space for free this friday may at open house take a tour of the space followed by morning,0,1
 i am so fucking sad,1,0
he legit just gutted me the fuck out,1,0
 and then when you are drunk you are like i know sober me would be so mad for spending this money but idk whyy ill be fine t,0,1
 black fucking excellence,1,0
what amazing president the only thi g amazing about trump is his ability to tell so many lies that is amazing,0,1
astroad dvd hme struggling to find jinjins calling card ssshut up,1,0
i fucking love tony stark so goddamn much,1,0
or get a carer,0,1
 i hate that shit sm that bit hurt like a mf i am already knowing,1,0
we fucking care,1,0
 when you are comfortable with each other,0,1
tell them to sign it on paper i am going to tattoo that on my ass,1,0
 ill see  i am not coming never was coming never considered it never gave it a second thought only remembered because,0,1
were like two peas in a metrosexual think pod,0,1
well damn,1,0
so you are telling me that instead of having a blazing battle of the two queens cersei got buried in concrete and d,0,1
big yeen snout pushing you into the sheets and mattress of your bed taking deep breaths and growling softly as he,0,1
 me at work thinking about something i can invent so i can stop coming to this motherfcker,1,0
 this filter was made for us to do this kind of shit a whole ramping shop come out ages ago and we finally get something,1,0
i hate reading like i cannot do it unless you want me to  sleep be confused as hell and or i can die,0,1
damn ok,1,0
  less fat means  more chances of me getting a partner on tinder bye bye acne due to fried food,0,1
mate my temper when i am on my period is some next level shit i have just started angry crying for no reason loooool am i okay,1,0
god why did the starks separate i am so fucking annoyed,1,0
you mean woman are not as stupid as the democrats think they are go figure,0,1
 the royal council are literally the nicest people ever wtf how are you all so pure and kind,1,0
bro that south side rotation fucking sucked we got th because of it,1,0
you have a golden ass babe,1,0
pray for my mama her surgery is today and pray for my unborn sister who will born in mins,0,1
 if you are an eu citizen  you can now sign up to vote online no additional forms to fillif you are a british citizen,0,1
 oh oh fuck fuck sorry guys,1,0
damn it,0,1
 bill barr is a traitor lindsey graham is a traitor mitch mcconnell is a traitor donald trump is a traitor but if dem,1,0
 my dad once told me keep her stomach and flower vase full and you will have a lot less problems and tbh that is probably,0,1
 the audacity and narcissism that some people have to think that they themselves can stop long thought out manifested realit,0,1
 them america is not ready to elect a woman to be president sen kamala harris,0,1
 i love my man being clingy lay on me lick my face bite my ass kiss me alll over my face tickle me rub alll over me amp,1,0
get along punkietranslate then exceptivelypeculiar people,0,1
 reading this i laughed heartily just when you think they cannot possibly get more stupid they surprise it see,1,0
 sylvester is unique he puts his head and heart into everything he does then wear his costume and he gets in line to hav,0,1
i am wit the shit like a baby,1,0
look at this beautiful bitch,1,0
just when i thought things would change they do not i am so tired,0,1
 take my fucking kidneys i beg,1,0
 lmfaooo you know what the best part of tati exposing james charles is homeboy is in fucking australia right now and,1,0
go to your fucking room,1,0
 if you are drowning amp a millennial sees this you are in big trouble,0,1
they deserve jail honestly fucking disgusting,1,0
 fuck division  they do not know how to manage shitt,1,0
 there is no wiggle room in this it is the law secretary mnuchin says he has decided not to turn president trumps taxes ove,0,1
 vvd is fucking terrified of messi standing five yards away and calling for back up you want me to rate a bloke who values,1,0
lol xd where do i come up with this shit,1,0
 bitches with fat asses always doing some corny shit,1,0
 going with my favorite it would be if you made it tell,0,1
might fuck around and demand a trial by combat,1,0
here we fucking go,1,0
 dear thanos,0,1
 i am min into this jake paul cody ko video fav part def has to be when jake tries to embarrass cody for his old little ba,0,1
 there is absolutely no fucking way jo crackhead ass stays serious while hero says naughty sexual stuff in her ear i want t,1,0
seulgi the cutest bitch,1,0
you two are cute you must have been overwhelmed with happiness glad you are okay you have done extremely,0,1
 yes a bit of honesty from the likes of benn would not go amiss we all know,0,1
 most of californias forests are under federal jurisdiction you dumb fuck,1,0
get rest please,0,1
 whoever is going to billboards i need to hear hope world being shout out loud and clear   bts  ,0,1
so stop fucking asking me got it ,1,0
 whoa just said trump is a fucking idiotsorry to the kids out there on live tv while juggling all th,1,0
you are welcome sir,0,1
 omggg tae you go did you hear that englishhe said were all a precious memory awwwww,0,1
 big bootyyou kno the rest,1,0
test me again mother fucker keep ducks out ya horny mouth,1,0
 lol beth is definitely sick of her shit as much as we are,1,0
holly shit i am out,1,0
get out my face,0,1
 it is actually really remarkable that we have been able to catch up toake the gap almost only  i think they had a big he,0,1
the fuck is she wearing,1,0
 you dirty lying liar,1,0
 people in could face amputations due to the lack in health funding warnswill you mention this in your,0,1
 hi tweeps i sell quality wears really dope unisex hoodies tracks sweatshirts and pants and fine ass sneaks too dm,1,0
 to support djt the rest of you can all kiss my ass so form a line bitchesyour bones will be picked at by vultures,1,0
 jake paul bro you are a bully and you hurt my feelingscody ko,1,0
what in the good shit is going on here,1,0
 dead that blind agenda abeg he was never suited to the pl brains but too damn slow good player but will not cut it at pl,0,1
let us fucking go yesss,1,0
ik its like so fcking out of the blue like you do not need to say that shit to be funny you man,1,0
getting in from work,0,1
and tiffany was everything to game  and his old ass cheated bye boy lol,1,0
 productive meetings today about this music they are starting to believe i see a lot more in store legit shit,1,0
atta boy manny get swarzak in when the game is not on the line for awhile get him right,0,1
everyone keep in mind na i am less than followers away from my goal tapos ipapadraw ko na yung txt album ko please anticipate,0,1
it suits you and you are so pretty,0,1
 purchase 9257 oki mean its definitely not ok but i need it so like fuck me i guess,1,0
 a complete embarrassment to journalism she has been a disgrace since her days on the sabc she was iqbal surves anchan,1,0
 after all they signed with their names and university affiliations these signatories have their reputations on the line,0,1
 shit now i got to go home and deal with that horny ass whiny bitch,1,0
do not do this sean i think you will die if you uphold this dare,1,0
fuck the tetris bullies,1,0
 chris evans is so fucking confusing because you see him and ur like wow i want to ride ur dick across the pacific ocean and th,1,0
 this how you should be looking at your girl like damn how did i manage getting her fine ass,1,0
 watch live fed chair powell defend dovish bias as stocks jobs economy soar,0,1
 woooooow eat a dick delta damn man had to bring video games into this and everything,1,0
lock him up lock him up,0,1
 we are hoping that you vote on website too we goin full force  bts ,0,1
 do you ever catch yourself being mean for no reason and you are just like go take a nap,0,1
 and she is a little beautyyyyyyyyyyyyyyy,0,1
 everyone is not proud of you they are just surprised you keep making shit happen,1,0
 pretty liar,1,0
fucking larry lol,1,0
 nobody my damaged ass i feel like you are lying but okay,1,0
 fascism is coming probably a slimy anglicised form of fascism with cultured policemen instead of nazi gorillas and the l,0,1
 my name is ini obong which simply means gods time god is never too late no matter the situation you are going through,0,1
you are so pretty,0,1
 awesome democratic hopefuls have no idea who they are up against  million americans who are sick of liberal hypocrit,1,0
nigga we getting your son a bitch and a sister for his birthday,1,0
fuck you,1,0
this guys behind me is scratching a fucking cd could you stop,1,0
here we go,0,1
 so  neo tilted does not follow the same initial naming system2 it is may why the fuck is there still snow,1,0
i hope the uni update is not full priced again,0,1
 lmfaooooo bitch wtf,1,0
you need to stop doing stupid shit like that or you get yourself killed,1,0
 why the fuck did snapchat bring those questions  you all irritating nobody cares about who anonymously wants to clap ur,1,0
 in honor of bambams birthday we donated kg of cat food to the cat shelter so is gatinhos under his name with the help of br,0,1
 lol at calling your king the brokenlol at calling him that while he is still alivelol at calling him that to his face,0,1
 i do not give a shit,1,0
holy fuck,1,0
 attention advertising agencies were looking for the next government of canada agency of record for media planning buying,0,1
oan do not even speak to me about a fathers day my dad is dead amp my mother is my sons father,0,1
 this guy is a worldclass asshole,1,0
oh yeah brother its easy time considering as fuck though,1,0
 yousef to noora please do not tell anybody we kissed i do not want sana to think were togethersofiane,0,1
 do not worry carla you are going to be okay,0,1
lol who r you talking about lock him up,0,1
straight up got two saturdays for acting like i was eating my teachers ass when she was bent over another teacher,1,0
morning world,0,1
the fucking ghetto,1,0
i cannot go to the lacrosse playoffs tonight so i am probably going to end up getting pink eye,0,1
 are these supposed to be taken as insultsdo not be silly do not be stupid,0,1
 am i the only one who is fearful of their own words because you do not know how stupid you may sound or some might not,1,0
ummwhat the fuck have i just been made witness to,1,0
 why do airplane tickets have to be so expensive having separate continents is so stupid i miss pangea,0,1
 be a father to ya kids mane this my biggest fear this shit hurt ya heart seeing this,1,0
trying to get energy and stop smoking before work but also need to be relaxed enough not to go off on these bums,0,1
 if you think i am going to yell my lungs out by stuttering the lyrics poorly just so it will not be silent like this during seesaw t,0,1
 peter just said fuck men,1,0
 looking to drop a few more pounds what exercises are good for when you do not really want to move but still want to knock,0,1
 when a girl suddenly stop singing while she is bathingmy brother just know that she is washing her iskaba iskelebete iskolo,1,0
stop you are making me attracted to you,0,1
that loud ass munching one of those mfs chowing down that chicken wing while jk was talking the way i cackled,1,0
 liar and coward modi not just psychopath modi,1,0
you back a president who told lies in just years in office who will,0,1
 when close to you becomes white ferrari,0,1
 rachel johnson saying that brexit is impossible is probably one of the most dangerous things i have ever heard if brex,1,0
if this is not the most boring episodes i swear to fuck,1,0
 do not act so cocky i wanted you ion need you,1,0
did you see it you should check out the thread because both of those things come up it is fucking rough,1,0
exactly she is just as guilty they both need to be thrown under the jail,1,0
 nah fuck this messi guy clutch af,1,0
 you are a horrible fucking dryoure a horrible fucking dryoure a horrible fucking dryoure a horrible fucking dryoure,1,0
 not mariah wiping her tear then throwing away the tissue likeejdjsjzjjss,0,1
 i also hope you will all join me in my idiot dragon reading of the finale,1,0
based on what actual facts all you are seeing is unredacted amp more than we see how in hell do you think y,1,0
already going to putin trying to get the illegal activities started trump cannot win on his strengths or personali,0,1
 kamala harris with a full morning of listening to barr before her opportunity to question him arrives is going to make,0,1
 this guy will never do anything which is morally or ethically wrong and liar,0,1
bern are trying to keep something from the ppl like you going to jail and want to be able to vote while yo,0,1
 there is absolutely no way you are not getting pregnant by this,0,1
 infonct dream will perform today at the kpop entertaining music festival in taipei at the nangang exhibition hall a,0,1
 trump is a fking idiot graham quotes former fbi agent peter strzoks text during barr hearing then he says sorry to t,1,0
bruh this review of la llorona is hella good and creative as hell i have always liked this guys content this is fuck,0,1
 we won  two awards  today  what a  milestone ,0,1
no i am getting tickets tomorrow morning,0,1
 so fucking adorable,1,0
censorship at its finest you suck,1,0
get naughty,0,1
lack of communication can fuck up some good shit,1,0
lmaoo there is this blogger on ig who is husband literally seems to hate her like in every video hes scowling or doe,1,0
 are you a racist,1,0
sorry i am committed to being at that date,0,1
i think it is okay as long as no one think they are superior for using a different term than other pe,0,1
 that is asgards ass,1,0
incredibly vivid dreams  nights running  wtf is going on,1,0
you got a lot of mouth for a guy who is going to get anal raped in prison,1,0
we get it,0,1
yup yup keep talkin what card,0,1
do not submit then quit apply for jobs like plumbing pro at lowes then look for people you might know at the co,0,1
 i am not putting up with yalls shit anymore,1,0
 gas your fucking friends up fuck it gas strangers up make ppl feel good its free,1,0
 god watching young gays sneak into bathroom stalls at the church to suck each other off during christmas congregation,1,0
so what if people thought i was your boyfriend,0,1
 refluxgate  get the help you need for your lpr silent reflux,0,1
we will never get the truth from this whole james charles drama it seems its true there is two sides but how we k,0,1
what the hellcouldnt they have found a cebuano host instead this is terribly ill informed,1,0
niggas just talking bout shit now lol gn,1,0
jesus christ the replies on this the shit diane abbott gets is unreal so many bitter angry miserable people she,1,0
 followers help those who are mentally unstable and lost un,0,1
 i have absolutely no idea what is going on in this video but it just put the biggest smile on my face they are all enjoying the,0,1
you are cute heh,0,1
hate when people only ever ring you when they want something,1,0
 look i wrote code files for a year before i switched to the management track so i am perfectly capable of judging the technica,0,1
i want to go,0,1
 british muslimsmore than half of british muslims think homosexuality should be illegalalmost half would not accept a teache,1,0
 you all can talk bad about cops all you want but they are literally running full speed into a place with an active shoot,0,1
 over the course of the past two days the united states and china have held candid and constructive conversations on t,0,1
truenumber cannot even afford to rest lowry and co have to turn up,0,1
if cronulla played like that the whole game they might of won but with dickhead dugan f,1,0
i do not know jen jen but it is gross,0,1
 how the fuck did the russos direct the most compelling and fully realised mcu film in amp then years later demonstr,0,1
those crickets are as loud as ever on full display,0,1
 and jacob batalon can people give him the recognition he fucking deserves already i am mad,1,0
you all fucking suck man,1,0
 have you truly experienced sex if you have never fucked a virgo,1,0
hes better than matip,0,1
 still cannot move on from this shit,1,0
stoooooop you are gorgeous,0,1
 my mother calls me betu amp shivi,0,1
fuck that made me so mad i cannot even spell,1,0
 opportunities open through hard work amp focusing on your own shit are not nobody going to live your life for you so live it,1,0
i have always supported coutinho shame on you people,1,0
 i will be interviewed by steve hilton tonight at 00 pm on  enjoy,0,1
pack fuck it,1,0
i honestly do not give a fuck lol,1,0
 idc what your opinion is on and do not want to hear it but she shut that shit down today with ,1,0
 mtv bra metrics kpop explosion estimated total update1  m2 e m3 b k4 g k,0,1
if a man talked to me like this id fucking throw fists sial,1,0
he is downplaying this as the moratorium applies to longrange missiles he cannot exactly make a big deal,0,1
 if you got great ass then you must be ugly but if you got beauty face then you got no ass but if you got great ass and beauty face,1,0
 the president is very obviously laying the groundwork to abuse his office in order to sic the power of the state on his po,0,1
 this shit bout fake ass hell,1,0
she shot lex haha stupid bitch,1,0
 tickets to world tour twicelights in the yous are on sale nowdid you grab yours y,0,1
twitter got you all stupid he was a better scorer than both of them,1,0
 you know what we are fucking sock destroyers,1,0
 if my ole lady and daughter do not shit like this to piss me off i am throwing them away,1,0
wow the models are trained so hard to not even look down when a cat is about to trip them i do not get it,0,1
 let us get a round going on the ass like this can that hole handle the power of the dicks now at ,1,0
 them you are the only one i talk to me you swearthem i swear to go god,0,1
 khanya said come through bitch ah ah,1,0
 you had a coup against the sitting president of the united states lead by a bunch of treasonous scum that previously s,1,0
damn i paid my truck payment today and fuck i am hella broke fr,1,0
the the asian government has no use for these government officials that are affiliated to the hells angels motorcycle club,0,1
this the dumbest shit ever,1,0
clock may  at0532am,0,1
before we got to get to know each other over some jumper cables and propane dang,0,1
because they never had anyother platform except rape the american ppl and the world if you are a clinton,1,0
i am right in the damn bullseye now,1,0
 this is a song comprised entirely of saying the words trump is a fucking idiotthanks for the ht,1,0
and the cutest ever ,0,1
 ignore this and you will never be able to attend a bts concert or see any vcrsthings to do to make the chance of attendin,0,1
 he reached out but the wall of the pod stopped his hand so that he could not touch sora either  rikui found you,0,1
 hi lesley this picture be a bit misleading however as someone who has raises sheep i can clear it up for you this pictur,0,1
talk ya shit glizz,1,0
hope you are not one of them sir,0,1
